time_stamp	x	y	v	theta	omega	measure_x	measure_y	predict_x	predict_y	predict_v	predict_theta	predict_omega	true_x	true_y	true_v
1477010458950000	-12.8412	-8.3216	4.82624	-2.66153	-0.33015	-12.7461	-8.19449	-12.8479	-8.39217	4.94429	-2.63597	-0.300105	-12.9304	-8.5228	4.96252
1477010459050000	-13.3496	-8.50901	4.91912	-2.71452	-0.344092	-13.7929	-8.47158	-13.2699	-8.53577	4.82624	-2.69454	-0.33015	-13.381	-8.73002	4.9527
1477010459150000	-13.8102	-8.56012	4.78344	-2.80938	-0.415656	-13.6376	-8.26343	-13.7976	-8.70338	4.91912	-2.74892	-0.344092	-13.8392	-8.91729	4.943
1477010459250000	-14.2739	-8.78858	4.90811	-2.80753	-0.354142	-14.4737	-8.79552	-14.2623	-8.70522	4.78344	-2.85094	-0.415656	-14.3043	-9.08395	4.93344
1477010459350000	-14.6907	-9.01089	4.86193	-2.81735	-0.336369	-14.5757	-9.32634	-14.7372	-8.93958	4.90811	-2.84295	-0.354142	-14.7754	-9.22939	4.92404
1477010459450000	-15.175	-9.23567	4.89292	-2.82936	-0.316399	-15.6189	-9.69365	-15.151	-9.15621	4.86193	-2.85099	-0.336369	-15.2517	-9.35302	4.91484
1477010459550000	-15.6741	-9.31011	4.83434	-2.8994	-0.365947	-15.9381	-9.35751	-15.6398	-9.37669	4.89292	-2.861	-0.316399	-15.7324	-9.45431	4.90586
1477010459650000	-16.2358	-9.25301	4.85939	-3.006	-0.434423	-16.6033	-8.85459	-16.1421	-9.41567	4.83434	-2.936	-0.365947	-16.2164	-9.53277	4.89711
1477010459750000	-16.6331	-9.32283	4.77473	-0.949969	-0.442122	-16.011	-9.33486	-16.7151	-9.3067	4.85939	-0.955042	-0.434423	-16.7027	-9.58797	4.88862
1477010459850000	-16.8961	-9.81008	4.89906	0.442985	-0.496558	-16.9255	-10.8571	-16.5352	-9.46855	4.77473	0.0530167	-0.442122	-17.1903	-9.61954	4.88042
1477010459950000	-17.2284	-10.0117	4.85827	-0.120241	-0.526501	-18.1371	-9.39146	-16.7415	-9.74725	4.89906	0.393329	-0.496558	-17.6781	-9.62717	4.87252
1477010460050000	-17.063	-10.9221	4.91641	-1.66879	-0.686328	-18.3083	-9.18778	-16.8868	-10.0656	4.85827	-0.172891	-0.526501	-18.1648	-9.61064	4.86493
1477010460150000	-17.2444	-11.347	5.03595	-1.97351	-0.799217	-18.2443	-9.58547	-17.1266	-11.3913	4.91641	-1.73743	-0.686328	-18.6493	-9.56977	4.85769
1477010460250000	-17.5657	-11.5191	4.97695	-2.04844	-0.869668	-18.6983	-9.02886	-17.4584	-11.8004	5.03595	-2.05344	-0.799217	-19.1305	-9.50446	4.85081
1477010460350000	-17.9312	-11.6593	4.67128	-2.15761	-0.860828	-19.7037	-8.79906	-17.8114	-11.9495	4.97695	-2.13541	-0.869668	-19.6069	-9.41472	4.84431
1477010460450000	-18.4274	-11.6037	4.2799	-2.3633	-0.940036	-20.3815	-7.67549	-18.204	-12.0358	4.67128	-2.24369	-0.860828	-20.0775	-9.30061	4.8382
1477010460550000	-18.939	-11.6242	4.05925	-2.57798	-1.03466	-20.4587	-9.7448	-18.7433	-11.8889	4.2799	-2.45731	-0.940036	-20.5409	-9.16227	4.83249
1477010460650000	-19.5921	-11.39	3.84379	-2.88679	-1.24013	-21.5568	-8.5005	-19.29	-11.8226	4.05925	-2.68145	-1.03466	-20.9959	-8.99994	4.82722
1477010460750000	-20.2001	-11.1374	3.82728	-1.06181	-1.39429	-21.8628	-8.64129	-19.9664	-11.4636	3.84379	-0.916411	-1.24013	-21.4412	-8.81393	4.82237
1477010460850000	-20.8281	-10.58	3.82827	2.24206	-1.58297	-21.9514	-7.41274	-20.1402	-11.2654	3.82728	-0.154046	-1.39429	-21.8754	-8.60465	4.81798
1477010460950000	-21.4537	-10.153	3.82477	0.470924	-1.65955	-22.1914	-7.70392	-20.8822	-10.4991	3.82827	-0.0106322	-1.58297	-22.2975	-8.37258	4.81404
1477010461050000	-21.945	-9.82412	3.78803	1.672	-1.69789	-22.3177	-8.57758	-21.4502	-10.1523	3.82477	0.304969	-1.65955	-22.7061	-8.11829	4.81058
1477010461150000	-22.5147	-9.33658	3.81055	2.72492	-1.73362	-23.2693	-8.32031	-21.9438	-9.76107	3.78803	1.50222	-1.69789	-23.1	-7.84243	4.80759
1477010461250000	-23.0257	-8.98316	3.88924	2.77768	-1.79832	-23.473	-7.02103	-22.8385	-9.1589	3.81055	2.55155	-1.73362	-23.4781	-7.54572	4.80509
1477010461350000	-23.4833	-8.69651	3.95317	2.61525	-1.81976	-24.0505	-6.56969	-23.3727	-8.81287	3.88924	2.59785	-1.79832	-23.8393	-7.22897	4.80309
1477010461450000	-23.8898	-8.3696	4.01943	2.44583	-1.79415	-24.3577	-5.94086	-23.8033	-8.46787	3.95317	2.43328	-1.81976	-24.1825	-6.89307	4.80158
1477010461550000	-24.258	-8.06934	4.04016	2.31971	-1.68402	-24.788	-7.18367	-24.1719	-8.08579	4.01943	2.26642	-1.79415	-24.5066	-6.53895	4.80057
1477010461650000	-24.5365	-7.77257	4.05351	2.22782	-1.45924	-24.6108	-6.00878	-24.5054	-7.75191	4.04016	2.15131	-1.68402	-24.8107	-6.16764	4.80006
1477010461750000	-24.8113	-7.40204	4.13835	2.16075	-1.19632	-24.8975	-5.02285	-24.7586	-7.435	4.05351	2.0819	-1.45924	-25.094	-5.7802	4.80006
1477010461850000	-25.1291	-7.01567	4.24531	2.14712	-0.905532	-25.5328	-5.4399	-25.0194	-7.04556	4.13835	2.04112	-1.19632	-25.3556	-5.37777	4.80057
1477010461950000	-25.3657	-6.69839	4.28469	2.1458	-0.682064	-25.0178	-6.55904	-25.3432	-6.65006	4.24531	2.05657	-0.905532	-25.5946	-4.96152	4.80158
1477010462050000	-25.656	-6.1753	4.48519	2.10501	-0.565393	-25.8162	-4.40681	-25.5854	-6.33143	4.28469	2.07759	-0.682064	-25.8105	-4.53268	4.80309
1477010462150000	-25.9636	-5.62909	4.61676	2.01995	-0.617662	-26.8953	-4.43966	-25.8724	-5.78331	4.48519	2.04847	-0.565393	-26.0027	-4.0925	4.80509
1477010462250000	-26.1837	-5.05302	4.75253	1.92464	-0.664567	-26.5652	-3.85723	-26.1502	-5.20761	4.61676	1.95819	-0.617662	-26.1706	-3.64227	4.80759
1477010462350000	-26.3364	-4.42815	4.90785	1.83299	-0.678867	-26.2976	-3.01078	-26.3327	-4.60245	4.75253	1.85818	-0.664567	-26.3138	-3.18332	4.81058
1477010462450000	-26.4672	-3.90845	4.94297	1.77993	-0.637761	-26.4681	-3.44967	-26.4468	-3.95061	4.90785	1.7651	-0.678867	-26.4319	-2.71697	4.81404
1477010462550000	-26.6068	-3.23658	5.10031	1.73704	-0.562223	-26.657	-1.72382	-26.5538	-3.42239	4.94297	1.71615	-0.637761	-26.5247	-2.24456	4.81798
1477010462650000	-26.682	-2.5713	5.231	1.69572	-0.494464	-26.3248	-1.32261	-26.6766	-2.73189	5.10031	1.68082	-0.562223	-26.5921	-1.76744	4.82237
1477010462750000	-26.6929	-2.07444	5.21053	1.62664	-0.535023	-26.4998	-2.19525	-26.734	-2.0513	5.231	1.64627	-0.494464	-26.6338	-1.28695	4.82722
1477010462850000	-26.7626	-1.56319	5.20403	1.5891	-0.513953	-27.2008	-1.67678	-26.7078	-1.5541	5.21053	1.57314	-0.535023	-26.65	-0.804425	4.83249
1477010462950000	-26.7685	-0.897636	5.32648	1.52035	-0.548249	-26.9891	0.0351491	-26.7586	-1.04327	5.20403	1.53771	-0.513953	-26.6406	-0.321181	4.8382
1477010463050000	-26.7406	-0.359769	5.33607	1.46149	-0.563787	-26.9537	0.136944	-26.7269	-0.367097	5.32648	1.46553	-0.548249	-26.6059	0.161489	4.84431
1477010463150000	-26.7044	0.164268	5.32193	1.42893	-0.512784	-26.8241	0.381508	-26.6675	0.168311	5.33607	1.40511	-0.563787	-26.5462	0.642323	4.85081
1477010463250000	-26.5952	1.03519	5.56992	1.40037	-0.426266	-25.9562	2.60409	-26.6157	0.688546	5.32193	1.37765	-0.512784	-26.4616	1.12009	4.85769
1477010463350000	-26.5143	1.22459	5.30065	1.37324	-0.40396	-26.5072	-0.563929	-26.4891	1.58151	5.56992	1.35775	-0.426266	-26.3526	1.59361	4.86493
1477010463450000	-26.3837	1.7512	5.3117	1.32152	-0.428867	-26.3475	1.82827	-26.3999	1.74173	5.30065	1.33284	-0.40396	-26.2197	2.06173	4.87252
1477010463550000	-26.2411	2.2699	5.30999	1.29139	-0.393591	-26.069	2.27896	-26.2418	2.26261	5.3117	1.27863	-0.428867	-26.0633	2.52336	4.88042
1477010463650000	-26.0719	2.80097	5.34145	1.22219	-0.470592	-26.3234	3.02388	-26.0848	2.77694	5.30999	1.25203	-0.393591	-25.884	2.97746	4.88862
1477010463750000	-25.9015	3.36312	5.38736	1.17845	-0.472187	-26.1824	3.73376	-25.878	3.29817	5.34145	1.17513	-0.470592	-25.6826	3.42306	4.89711
1477010463850000	-25.6745	3.74387	5.31171	1.12161	-0.489607	-25.5773	3.13316	-25.6842	3.85556	5.38736	1.13123	-0.472187	-25.4596	3.85924	4.90586
1477010463950000	-25.4315	4.14817	5.2615	1.07175	-0.487327	-25.3516	3.75691	-25.4326	4.21624	5.31171	1.07265	-0.489607	-25.2157	4.28514	4.91484
1477010464050000	-25.1041	4.57272	5.23655	1.02538	-0.454905	-24.2719	4.30917	-25.169	4.60361	5.2615	1.02301	-0.487327	-24.9518	4.69998	4.92404
1477010464150000	-24.7809	5.0116	5.24146	0.974435	-0.454357	-24.3609	4.95947	-24.8229	5.01389	5.23655	0.979887	-0.454905	-24.6686	5.10304	4.93344
1477010464250000	-24.4533	5.39866	5.23737	0.903117	-0.510376	-24.4379	5.24592	-24.4774	5.4383	5.24146	0.929	-0.454357	-24.367	5.49367	4.943
1477010464350000	-24.162	5.63712	5.12679	0.83347	-0.552278	-24.5638	4.75836	-24.1194	5.80142	5.23737	0.852079	-0.510376	-24.0477	5.8713	4.9527
1477010464450000	-23.8232	6.08652	5.11924	0.824519	-0.446019	-23.5491	6.44495	-23.8079	6.00696	5.12679	0.778242	-0.552278	-23.7117	6.23542	4.96252
1477010464550000	-23.5076	6.47609	5.10891	0.801252	-0.407375	-23.7544	6.53746	-23.4683	6.45457	5.11924	0.779917	-0.446019	-23.3598	6.58559	4.97244
1477010464650000	-23.132	6.67324	4.99947	0.741629	-0.419858	-22.7862	5.74144	-23.1458	6.83579	5.10891	0.760515	-0.407375	-22.9928	6.92146	4.98243
1477010464750000	-22.7132	6.95826	5.00344	0.672898	-0.465273	-22.418	6.76159	-22.7574	7.00329	4.99947	0.699643	-0.419858	-22.6117	7.24273	4.99246
1477010464850000	-22.2468	7.33451	5.12727	0.595839	-0.540467	-22.0543	7.85452	-22.3159	7.26116	5.00344	0.626371	-0.465273	-22.2173	7.54917	5.00251
1477010464950000	-21.8027	7.85959	5.24393	0.603769	-0.439758	-21.6178	9.0351	-21.8161	7.61103	5.12727	0.541792	-0.540467	-21.8105	7.84064	5.01256
1477010465050000	-21.4298	8.10405	5.17583	0.573473	-0.412152	-21.8637	7.78661	-21.3659	8.14811	5.24393	0.559793	-0.439758	-21.392	8.11703	5.02257
1477010465150000	-20.9488	8.58086	5.28945	0.589148	-0.316419	-20.5503	9.28616	-20.9906	8.37626	5.17583	0.532258	-0.412152	-20.9628	8.37833	5.03253
1477010465250000	-20.4251	8.91184	5.37285	0.527695	-0.380305	-19.9265	9.40847	-20.5058	8.86816	5.28945	0.557506	-0.316419	-20.5237	8.62457	5.0424
1477010465350000	-20.0076	9.15995	5.3122	0.518856	-0.316122	-20.2277	8.8532	-19.9571	9.17394	5.37285	0.489664	-0.380305	-20.0754	8.85583	5.05217
1477010465450000	-19.6115	9.34144	5.21123	0.504047	-0.267883	-19.9264	8.7818	-19.5434	9.41649	5.3122	0.487244	-0.316122	-19.6186	9.07227	5.0618
1477010465550000	-19.0669	9.67717	5.32751	0.465727	-0.304638	-18.5719	10.2069	-19.1531	9.58744	5.21123	0.477259	-0.267883	-19.1542	9.27409	5.07128
1477010465650000	-18.6858	9.72921	5.17708	0.40683	-0.340414	-19.2825	8.98189	-18.5884	9.90962	5.32751	0.435263	-0.304638	-18.6827	9.46154	5.08058
1477010465750000	-18.221	9.69149	5.08893	0.301384	-0.449032	-18.1634	8.72444	-18.208	9.9265	5.17708	0.372789	-0.340414	-18.2049	9.63492	5.08968
1477010465850000	-17.6942	9.88264	5.09605	0.280029	-0.396643	-17.2296	9.97767	-17.7329	9.8323	5.08893	0.256481	-0.449032	-17.7214	9.79457	5.09855
1477010465950000	-17.1889	10.0473	5.12395	0.244141	-0.39584	-17.1554	10.212	-17.203	10.0145	5.09605	0.240365	-0.396643	-17.2328	9.94087	5.10717
1477010466050000	-16.6846	10.162	5.12078	0.208263	-0.385775	-16.5958	10.1078	-16.6907	10.1621	5.12395	0.204557	-0.39584	-16.7396	10.0743	5.11551
1477010466150000	-16.1592	10.3218	5.16124	0.184142	-0.369653	-16.09	10.5824	-16.183	10.2591	5.12078	0.169686	-0.385775	-16.2424	10.1952	5.12357
1477010466250000	-15.6649	10.4326	5.13756	0.16963	-0.326999	-15.7234	10.41	-15.6516	10.4079	5.16124	0.147177	-0.369653	-15.7416	10.3041	5.13132
1477010466350000	-15.0218	10.5743	5.30413	0.114826	-0.386229	-14.2385	10.9109	-15.1586	10.5121	5.13756	0.13693	-0.326999	-15.2376	10.4016	5.13873
1477010466450000	-14.5899	10.5139	5.11937	0.0974968	-0.303046	-14.724	9.63506	-14.4952	10.626	5.30413	0.0762029	-0.386229	-14.7309	10.4882	5.14579
1477010466550000	-14.0604	10.5659	5.13285	0.0715786	-0.294313	-13.9005	10.5238	-14.081	10.5571	5.11937	0.0671922	-0.303046	-14.2218	10.5645	5.15249
1477010466650000	-13.5224	10.6959	5.13625	0.0964962	-0.202614	-13.3956	10.7857	-13.5494	10.5962	5.13285	0.0421472	-0.294313	-13.7107	10.631	5.1588
1477010466750000	-12.9988	10.7485	5.15469	0.0730237	-0.211985	-12.9374	10.8137	-13.0121	10.7413	5.13625	0.0762348	-0.202614	-13.1979	10.6884	5.16471
1477010466850000	-12.4249	10.9008	5.22809	0.0907431	-0.164508	-12.2518	11.2495	-12.4856	10.7817	5.15469	0.0518252	-0.211985	-12.6836	10.7373	5.1702
1477010466950000	-11.9069	10.9637	5.22146	0.0910044	-0.133264	-11.9352	10.9161	-11.9052	10.9449	5.22809	0.0742923	-0.164508	-12.1681	10.7783	5.17526
1477010467050000	-11.3323	11.0227	5.27314	0.0783856	-0.135061	-10.9703	10.9676	-11.3878	11.0086	5.22146	0.077678	-0.133264	-11.6516	10.8121	5.17988
1477010467150000	-10.9325	10.8289	5.14489	-0.0442599	-0.306907	-11.3472	10.5111	-10.8074	11.0613	5.27314	0.0648795	-0.135061	-11.1342	10.8394	5.18405
1477010467250000	-10.4554	10.7973	5.10349	-0.0702784	-0.295097	-10.6563	10.8369	-10.4198	10.7992	5.14489	-0.0749506	-0.306907	-10.6161	10.8609	5.18775
1477010467350000	-9.92904	10.8945	5.07039	-0.0210114	-0.156579	-9.90413	11.2255	-9.94781	10.755	5.10349	-0.0997881	-0.295097	-10.0976	10.8772	5.19097
1477010467450000	-9.57623	10.7692	4.89423	-0.0547679	-0.156149	-10.195	10.3498	-9.42325	10.8809	5.07039	-0.0366693	-0.156579	-9.57852	10.8891	5.19372
1477010467550000	-9.13474	10.6929	4.82212	-0.0686938	-0.133399	-9.2226	10.3527	-9.08869	10.7396	4.89423	-0.0703828	-0.156149	-9.05915	10.8972	5.19597
1477010467650000	-8.72709	10.5654	4.72035	-0.0966002	-0.129999	-8.83914	10.0319	-8.65481	10.6576	4.82212	-0.0820337	-0.133399	-8.53954	10.9023	5.19773
1477010467750000	-8.16307	10.649	4.81879	-0.0604345	-0.0694516	-7.91543	11.1157	-8.25843	10.5179	4.72035	-0.1096	-0.129999	-8.01974	10.905	5.19899
1477010467850000	-7.59823	10.6809	4.89773	-0.0327455	-0.0172848	-7.25987	10.6458	-7.68313	10.6193	4.81879	-0.0673797	-0.0694516	-7.49981	10.9061	5.19975
1477010467950000	-7.12097	10.7451	4.88988	0.011895	0.0579049	-7.39396	11.0181	-7.10966	10.6653	4.89773	-0.034474	-0.0172848	-6.97983	10.9064	5.2
